"TINWSYS_IS_NUMBER","WATER_SYSTEM_NUMBER","SYSTEM_NAME","REGULATING_AGENCY","COUNTY","FEDERAL_CLASSIFICATION_TYPE","SERVICE_CONNECTIONS","POPULATION","OWNER_TYPE","PL_ADDRESS","PL_ADDRESS_CITY_NAME","PL_ADDRESS_STATE_CODE","PL_ADDRESS_ZIP_CODE","LATITUDE_MEASURE","LONGITUDE_MEASURE","SERVICE_AREA_ECONOMIC_STATUS","MHI","CALENVIRO_SCREEN_SCORE","RISK_ASSESSMENT_RESULT","CURRENT_FAILING","FINAL_SAFER_STATUS","FAILING_START_DATE","PRIMARY_MCL_VIOLATION","PRIMARY_ANALYTES","SECONDARY_MCL_VIOLATION","SECONDARY_ANALYTES","E_COLI_VIOLATION","E_COLI_ANALYTES","TREATMENT_TECHNIQUE_VIOLATION","TT_ANALYTES","MONITORING_AND_REPORTING_VIOLATION","MONITORING_AND_REPORTING_ANALYTES","SOURCE_CAPACITY_VIOLATION","SOURCE_CAPACITY_ANALYTES","TOTAL_WEIGHTED_RISK_SCORE_BEFORE_DIVIDING_BY_CATEGORY_COUNT","WEIGHTED_WATER_QUALITY_SCORE","WATER_QUALITY_SCORE","WATER_QUALITY_PERCENTAGE_OF_TOTAL_RISK_SCORE","WATER_QUALITY_RISK_LEVEL","WEIGHTED_ACCESSIBILITY_SCORE","ACCESSIBILITY_SCORE","ACCESSIBILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE","ASSESSIBILITY_RISK_LEVEL","WEIGHTED_AFFORDABILITY_SCORE","AFFORDABILITY_SCORE","AFFORDABILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE","AFFORDABILITY_RISK_LEVEL","WEIGHTED_TMF_CAPACITY_SCORE","TMF_CAPACITY_SCORE","TMF_CAPACITY_PERCENTAGE_OF_TOTAL_RISK_SCORE","TMF_CAPACITY_RISK_LEVEL","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","HISTORY_OF_E_COLI_PRESENCE_THRESHOLD_MET","HISTORY_OF_E_COLI_PRESENCE_RAW_SCORE","HISTORY_OF_E_COLI_PRESENCE_WEIGHTED_SCORE","INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RISK_LEVEL","INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_THRESHOLD_MET","INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RAW_SCORE","INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_WEIGHTED_SCORE","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_THRESHOLD_MET","TREATMENT_TECHNIUQE_VIOLATIONS_RAW_SCORE","TREATMENT_TECHNIUQE_VIOLATIONS_WEIGHTED_SCORE","PAST_PRESENCE_ON_THE_FAILING_LIST_RISK_LEVEL","PAST_PRESENCE_ON_THE_FAILING_LIST_THRESHOLD_MET","PAST_PRESENCE_ON_THE_FAILING_LIST_RAW_SCORE","PAST_PRESENCE_ON_THE_FAILING_LIST_WEIGHTED_SCORE","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_THRESHOLD_MET","CONSTITUENTS_OF_EMERGING_CONCERN_RAW_SCORE","CONSTITUENTS_OF_EMERGING_CONCERN_WEIGHTED_SCORE","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_THRESHOLD_MET","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RAW_SCORE","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_WEIGHTED_SCORE","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_THRESHOLD_MET","NUMBER_OF_WATER_SOURCES_RAW_SCORE","NUMBER_OF_WATER_SOURCES_WEIGHTED_RAW_SCORE","ABESENCE_OF_INTERTIES_RISK_LEVEL","ABESENCE_OF_INTERTIES_THRESHOLD_MET","ABESENCE_OF_INTERTIES_RAW_SCORE","ABESENCE_OF_INTERTIES_WEIGHTED_SCORE","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","SOURCE_CAPACITY_VIOLATIONS_THRESHOLD_MET","SOURCE_CAPACITY_VIOLATIONS_RAW_SCORE","SOURCE_CAPACITY_VIOLATIONS_WEIGHTED_SCORE","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_THRESHOLD_MET","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RAW_SCORE","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_WEIGHTED_SCORE","DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RISK_LEVEL","DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_THRESHOLD_MET","DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RAW_SCORE","DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_WEIGHTED_SCORE","CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RISK_LEVEL","CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_THRESHOLD_MET","CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RAW_SCORE","CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_WEIGHTED_SCORE","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_WEIGHTED_SCORE","EXTREME_WATER_BILL_RISK_LEVEL","EXTREME_WATER_BILL_THRESHOLD_MET","EXTREME_WATER_BILL_RAW_SCORE","EXTREME_WATER_BILL_WEIGHTED_SCORE","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RISK_LEVEL","HOUSEHOLD_SOCIOECONOMIC_BURDEN_THRESHOLD_MET","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","HOUSEHOLD_SOCIOECONOMIC_BURDEN_WEIGHTED_SCORE","TOTAL_NET_ANNUAL_INCOME_RISK_LEVEL","TOTAL_NET_ANNUAL_INCOME_THRESHOLD_MET","TOTAL_NET_ANNUAL_INCOME_RAW_SCORE","TOTAL_NET_ANNUAL_INCOME_WEIGHTED_SCORE","OPERATING_RATIO_RISK_LEVEL","OPERATING_RATIO_THRESHOLD_MET","OPERATING_RATIO_RAW_SCORE","OPERATING_RATIO_WEIGHTED_SCORE","DAYS_CASH_ON_HAND_RISK_LEVEL","DAYS_CASH_ON_HAND_THRESHOLD_MET","DAYS_CASH_ON_HAND_RAW_SCORE","DAYS_CASH_ON_HAND_WEIGHTED_SCORE","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_THRESHOLD_MET","OPERATOR_CERTIFICATION_VIOLATIONS_RAW_SCORE","OPERATOR_CERTIFICATION_VIOLATIONS_WEIGHTED_SCORE","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_THRESHOLD_MET","MONITORING_AND_REPORTING_VIOLATIONS_SCORE","MONITORING_AND_REPORTING_VIOLATIONS_WEIGHTED_SCORE","SIGNIFICANT_DEFICIENCIES_RISK_LEVEL","SIGNIFICANT_DEFICIENCIES_THRESHOLD_MET","SIGNIFICANT_DEFICIENCIES_RAW_SCORE","SIGNIFICANT_DEFICIENCIES_WEIGHTED_SCORE","FUNDING_RECEIVED_SINCE_2017","TECHNICAL_ASSISTANCE_FUNDING_SINCE_2017","LEGISTATIVE_DISTRICT","REGIONAL_BOARD","CREATED_DATE"
13714,"CA5000020","RIVER ROAD MUTUAL WATER COMPANY","LPA80 - STANISLAUS COUNTY","STANISLAUS","COMMUNITY",8,26,"PRIVATE",", ","MODESTO","CA","95358",37.615803,-120.939290,"DAC","65439","30.0018133698707","At-Risk","Failing","Failing","2024-07-17","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","YES","CCR §64554  SRC CAPACITY","3.83","0.50","0.17","0.13","LOW","2.33","1.17","0.61","HIGH","1.00","1.00","0.26","HIGH","0.00","0.00","0.00","NONE","NONE","No history of E. coli presence over the last 3 years","0","0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","No violation over the last three years","0","0","MEDIUM","1 Failing list occurrence over the last 3 years","0.5","1.0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","Less than 50% sources exceed an MCL","0","0","HIGH","1 source","1","3","HIGH","No intertie","1","1","HIGH","1 or more source capacity violation(s); or 1 or more service connection moratorium(s) within the past 3 years","1","3","NONE","No occurrences of bottled/hauled water reliance within the last 3 years","0","0","NONE","Below top 25% of systems most at risk of drought and water shortage","0.00","0.00","NONE","No sources within a Critically Overdrafted Basin","0","0","UNKNOWN","UNKNOWN","MISSING","MISSING","UNKNOWN","UNKNOWN","MISSING","MISSING","MEDIUM","Combined score of 0.25 - 0.5","0.5","1.00","UNKNOWN","UNKNOWN","MISSING","MISSING","UNKNOWN","UNKNOWN","MISSING","MISSING","UNKNOWN","UNKNOWN","MISSING","MISSING","NONE","No Operator Certification violations over the last three years","0","0.0","NONE","Less than 2 violations","0","0.0","NONE","No Significant Deficiencies over the last three years","0","0.0",0.00,4123.06,"Senate District 04","Region 5 Central Valley (Sacramento Office)","2025-11-02"
7322,"CA5000033","COBLES CORNER","LPA80 - STANISLAUS COUNTY","STANISLAUS","COMMUNITY",10,50,"PRIVATE","8000 E WHITMORE AVENUE","HUGHSON","CA","95326",37.594182,-120.846529,"DAC","74023","30.0172842106916","At-Risk","Failing","Failing","2017-01-01","YES","1,2,3-TRICHLOROPROPANE; ARSENIC","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","8.00","4.00","1.33","0.50","HIGH","3.00","1.50","0.38","HIGH","0.00","0.00","0.00","NONE","1.00","0.50","0.13","MEDIUM","HIGH","Yes history of E. coli presence over the last 3 years","1","3","MEDIUM","25% or more sources meeting the criteria (score range: 0 < n <= 0.5)","0.50","1.00","NONE","No violation over the last three years","0","0","MEDIUM","1 Failing list occurrence over the last 3 years","0.5","1.0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","HIGH","50% or more sources exceed an MCL","1","3","HIGH","1 source","1","3","HIGH","No intertie","1","1","NONE","No source capacity violations; and no Service Connection Moratoriums within the past 3 years","0","0","VERY HIGH","1 or more occurrence(s) of bottled/hauled water reliance within the last 3 years","1","3","HIGH","Top 10% of systems most at risk of drought and water shortage","1.00","2.00","NONE","No sources within a Critically Overdrafted Basin","0","0","NONE","System does not charge customers directly for water","0","0.00","NONE","System does not charge customers directly for water","0","0.00","NONE","Combined score of 0 - 0.125","0","0.00","HIGH","Less than $0","1","1.00","HIGH","Less than 1","1","1.00","HIGH","Less than 1","1","1.00","NONE","No Operator Certification violations over the last three years","0","0.0","NONE","Less than 2 violations","0","0.0","NONE","No Significant Deficiencies over the last three years","0","0.0",0.00,172200.50,"State Senate District 8","Region 5 Central Valley (Sacramento Office)","2025-11-02"
7323,"CA5000041","MAZE BLVD MOBILEHOME PARK","LPA80 - STANISLAUS COUNTY","STANISLAUS","COMMUNITY",13,36,"PRIVATE","8700 MAZE BLVD","MODESTO","CA","95358",37.637346,-121.153240,"Non-DAC","78017","39.5206847725782","Not At-Risk","Not Failing","Not At-Risk","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","1.58","0.00","0.00","0.00","NONE","1.33","0.67","0.84","HIGH","0.00","0.00","0.00","NONE","0.25","0.13","0.16","LOW","NONE","No history of E. coli presence over the last 3 years","0","0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","No violation over the last three years","0","0","NONE","No Failing list occurrence over the last 3 years","0.0","0.0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","Less than 50% sources exceed an MCL","0","0","HIGH","1 source","1","3","HIGH","No intertie","1","1","NONE","No source capacity violations; and no Service Connection Moratoriums within the past 3 years","0","0","NONE","No occurrences of bottled/hauled water reliance within the last 3 years","0","0","NONE","Below top 25% of systems most at risk of drought and water shortage","0.00","0.00","NONE","No sources within a Critically Overdrafted Basin","0","0","UNKNOWN","UNKNOWN","MISSING","MISSING","UNKNOWN","UNKNOWN","MISSING","MISSING","NONE","Combined score of 0 - 0.125","0","0.00","MEDIUM","$0","0.5","0.50","UNKNOWN","UNKNOWN","MISSING","MISSING","UNKNOWN","UNKNOWN","MISSING","MISSING","NONE","No Operator Certification violations over the last three years","0","0.0","NONE","Less than 2 violations","0","0.0","NONE","No Significant Deficiencies over the last three years","0","0.0",0.00,0.00,"Missing","Missing","2025-11-02"
7324,"CA5000048","LAZY B MOBILEHOME PARK","LPA80 - STANISLAUS COUNTY","STANISLAUS","COMMUNITY",49,125,"PRIVATE","7341 ELEANOR ROAD","OAKDALE","CA","95361",37.746003,-120.909300,"SDAC","43478","36.5693483202511","At-Risk","Failing","Failing","2024-04-09","YES","NITRATE","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","6.50","4.50","1.50","0.69","HIGH","0.33","0.17","0.05","LOW","0.67","0.67","0.10","MEDIUM","1.00","0.50","0.15","MEDIUM","NONE","No history of E. coli presence over the last 3 years","0","0","HIGH","25% or more sources meeting the criteria (score range: 0.5 < n <= 1)","1.00","2.00","NONE","No violation over the last three years","0","0","MEDIUM","1 Failing list occurrence over the last 3 years","0.5","1.0","HIGH","25% or more sources meeting the criteria (score range: 0.5 < n <= 1)","1.00","3.00","HIGH","50% or more sources exceed an MCL","1","3","NONE","2 or more sources","0","0","HIGH","No intertie","1","1","NONE","No source capacity violations; and no Service Connection Moratoriums within the past 3 years","0","0","NONE","No occurrences of bottled/hauled water reliance within the last 3 years","0","0","NONE","Below top 25% of systems most at risk of drought and water shortage","0.00","0.00","NONE","No sources within a Critically Overdrafted Basin","0","0","NONE","System does not charge customers directly for water","0","0.00","NONE","System does not charge customers directly for water","0","0.00","HIGH","Combined score of 0.625 - 1.0","1","2.00","HIGH","Less than $0","1","1.00","HIGH","Less than 1","1","1.00","HIGH","Less than 1","1","1.00","NONE","No Operator Certification violations over the last three years","0","0.0","NONE","Less than 2 violations","0","0.0","NONE","No Significant Deficiencies over the last three years","0","0.0",0.00,2713.58,"State Senate District 5","Region 5 Central Valley (Sacramento Office)","2025-11-02"
7325,"CA5000049","LONE PINE MHP","LPA80 - STANISLAUS COUNTY","STANISLAUS","COMMUNITY",32,64,"PRIVATE","1931 F STREET","OAKDALE","CA","95361",37.773986,-120.822541,"SDAC","57014","41.0450678125486","Potentially At-Risk","Not Failing","Potentially At-Risk","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","2.83","1.50","0.50","0.53","MEDIUM","0.33","0.17","0.12","LOW","0.33","0.33","0.12","LOW","0.67","0.33","0.24","LOW","HIGH","Yes history of E. coli presence over the last 3 years","1","3","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","No violation over the last three years","0","0","NONE","No Failing list occurrence over the last 3 years","0.0","0.0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","Less than 50% sources exceed an MCL","0","0","NONE","2 or more sources","0","0","HIGH","No intertie","1","1","NONE","No source capacity violations; and no Service Connection Moratoriums within the past 3 years","0","0","NONE","No occurrences of bottled/hauled water reliance within the last 3 years","0","0","NONE","Below top 25% of systems most at risk of drought and water shortage","0.00","0.00","NONE","No sources within a Critically Overdrafted Basin","0","0","NONE","System does not charge customers directly for water","0","0.00","NONE","System does not charge customers directly for water","0","0.00","MEDIUM","Combined score of 0.25 - 0.5","0.5","1.00","HIGH","Less than $0","1","1.00","HIGH","Less than 1","1","1.00","NONE","1 or greater","0","0.00","NONE","No Operator Certification violations over the last three years","0","0.0","NONE","Less than 2 violations","0","0.0","NONE","No Significant Deficiencies over the last three years","0","0.0",0.00,0.00,"State Senate District 8","Region 5 Central Valley (Sacramento Office)","2025-11-02"
7327,"CA5000054","MORNINGSIDE MOBILEHOME PARK","LPA80 - STANISLAUS COUNTY","STANISLAUS","COMMUNITY",49,67,"PRIVATE","1512 CLARIBEL ROAD","MODESTO","CA","95357",37.710140,-120.971376,"Non-DAC","93375","23.3004591762189","Not At-Risk","Not Failing","Not At-Risk","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","1.16","0.00","0.00","0.00","NONE","0.33","0.17","0.28","LOW","0.00","0.00","0.00","NONE","0.83","0.42","0.72","LOW","NONE","No history of E. coli presence over the last 3 years","0","0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","No violation over the last three years","0","0","NONE","No Failing list occurrence over the last 3 years","0.0","0.0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","Less than 50% sources exceed an MCL","0","0","NONE","2 or more sources","0","0","HIGH","No intertie","1","1","NONE","No source capacity violations; and no Service Connection Moratoriums within the past 3 years","0","0","NONE","No occurrences of bottled/hauled water reliance within the last 3 years","0","0","NONE","Below top 25% of systems most at risk of drought and water shortage","0.00","0.00","NONE","No sources within a Critically Overdrafted Basin","0","0","NONE","Less than 1.5%","0","0.00","NONE","Below 150% of statewide average","0","0.00","NONE","Combined score of 0 - 0.125","0","0.00","HIGH","Less than $0","1","1.00","HIGH","Less than 1","1","1.00","Not Assessed","Not Assessed","0.5","0.50","NONE","No Operator Certification violations over the last three years","0","0.0","NONE","Less than 2 violations","0","0.0","NONE","No Significant Deficiencies over the last three years","0","0.0",0.00,0.00,"State Senate District 5","Region 5 Central Valley (Sacramento Office)","2025-11-02"
7328,"CA5000055","OLIVE LANE MOBILEHOME PARK","LPA80 - STANISLAUS COUNTY","STANISLAUS","COMMUNITY",51,153,"PRIVATE","4628 CLAUS ROAD UNIT 41","MODESTO","CA","95357",37.706568,-120.920188,"SDAC","43478","36.5693483202511","At-Risk","Not Failing","At-Risk","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","4.17","2.50","0.83","0.60","HIGH","0.33","0.17","0.08","LOW","0.67","0.67","0.16","MEDIUM","0.67","0.33","0.16","LOW","NONE","No history of E. coli presence over the last 3 years","0","0","HIGH","25% or more sources meeting the criteria (score range: 0.5 < n <= 1)","1.00","2.00","NONE","No violation over the last three years","0","0","NONE","No Failing list occurrence over the last 3 years","0.0","0.0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","HIGH","50% or more sources exceed an MCL","1","3","NONE","2 or more sources","0","0","HIGH","No intertie","1","1","NONE","No source capacity violations; and no Service Connection Moratoriums within the past 3 years","0","0","NONE","No occurrences of bottled/hauled water reliance within the last 3 years","0","0","NONE","Below top 25% of systems most at risk of drought and water shortage","0.00","0.00","NONE","No sources within a Critically Overdrafted Basin","0","0","NONE","Less than 1.5%","0","0.00","NONE","Below 150% of statewide average","0","0.00","HIGH","Combined score of 0.625 - 1.0","1","2.00","HIGH","Less than $0","1","1.00","NONE","1 or greater","0","0.00","HIGH","Less than 1","1","1.00","NONE","No Operator Certification violations over the last three years","0","0.0","NONE","Less than 2 violations","0","0.0","NONE","No Significant Deficiencies over the last three years","0","0.0",0.00,0.00,"State Senate District 5","Region 5 Central Valley (Sacramento Office)","2025-11-02"
7330,"CA5000058","FISHERMAN'S BEND MHP","LPA80 - STANISLAUS COUNTY","STANISLAUS","COMMUNITY",66,120,"PRIVATE","26836 RIVER RD","NEWMAN","CA","95360",37.354128,-120.980365,"SDAC","43125","38.3480429097242","Potentially At-Risk","Not Failing","Potentially At-Risk","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","3.00","0.00","0.00","0.00","NONE","2.00","1.00","0.67","HIGH","0.00","0.00","0.00","NONE","1.00","0.50","0.33","MEDIUM","NONE","No history of E. coli presence over the last 3 years","0","0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","No violation over the last three years","0","0","NONE","No Failing list occurrence over the last 3 years","0.0","0.0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","Less than 50% sources exceed an MCL","0","0","HIGH","1 source","1","3","HIGH","No intertie","1","1","NONE","No source capacity violations; and no Service Connection Moratoriums within the past 3 years","0","0","NONE","No occurrences of bottled/hauled water reliance within the last 3 years","0","0","HIGH","Top 10% of systems most at risk of drought and water shortage","1.00","2.00","NONE","No sources within a Critically Overdrafted Basin","0","0","NONE","System does not charge customers directly for water","0","0.00","NONE","System does not charge customers directly for water","0","0.00","NONE","Combined score of 0 - 0.125","0","0.00","HIGH","Less than $0","1","1.00","HIGH","Less than 1","1","1.00","HIGH","Less than 1","1","1.00","NONE","No Operator Certification violations over the last three years","0","0.0","NONE","Less than 2 violations","0","0.0","NONE","No Significant Deficiencies over the last three years","0","0.0",0.00,519451.00,"State Senate District 12","Region 5 Central Valley (Sacramento Office)","2025-11-02"
7331,"CA5000060","CASA DE AMIGOS MANUFACTURED HOUSING COMM","LPA80 - STANISLAUS COUNTY","STANISLAUS","COMMUNITY",73,204,"PRIVATE","12344 26 MILE RD","OAKDALE","CA","95361",37.818466,-120.867506,"SDAC","48958","31.0302150095487","Potentially At-Risk","Not Failing","Potentially At-Risk","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","3.00","0.00","0.00","0.00","NONE","2.67","1.33","0.89","HIGH","0.33","0.33","0.11","LOW","0.00","0.00","0.00","NONE","NONE","No history of E. coli presence over the last 3 years","0","0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","No violation over the last three years","0","0","NONE","No Failing list occurrence over the last 3 years","0.0","0.0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","Less than 50% sources exceed an MCL","0","0","HIGH","1 source","1","3","HIGH","No intertie","1","1","NONE","No source capacity violations; and no Service Connection Moratoriums within the past 3 years","0","0","NONE","No occurrences of bottled/hauled water reliance within the last 3 years","0","0","HIGH","Top 10% of systems most at risk of drought and water shortage","1.00","2.00","HIGH","1 or more source(s) within a Critically Overdrafted Basin","1","2","NONE","System does not charge customers directly for water","0","0.00","NONE","System does not charge customers directly for water","0","0.00","MEDIUM","Combined score of 0.25 - 0.5","0.5","1.00","NONE","Greater than $0","0","0.00","NONE","1 or greater","0","0.00","NONE","1 or greater","0","0.00","NONE","No Operator Certification violations over the last three years","0","0.0","NONE","Less than 2 violations","0","0.0","NONE","No Significant Deficiencies over the last three years","0","0.0",0.00,0.00,"State Senate District 8","Region 5 Central Valley (Sacramento Office)","2025-11-02"
7332,"CA5000061","MARTIN'S MOBILE HOME COURT","LPA80 - STANISLAUS COUNTY","STANISLAUS","COMMUNITY",20,60,"PRIVATE","26648 RIVER ROAD #11","NEWMAN","CA","95360",37.356235,-120.983395,"SDAC","43125","38.3480429097242","At-Risk","Failing","Failing","2018-03-23","YES","COMBINED URANIUM","NO","N/A","NO","N/A","NO","N/A","YES","COMBINED URANIUM; LEAD & COPPER RULE","NO","N/A","7.67","2.50","0.83","0.33","HIGH","3.67","1.83","0.48","HIGH","0.00","0.00","0.00","NONE","1.50","0.75","0.20","HIGH","NONE","No history of E. coli presence over the last 3 years","0","0","MEDIUM","25% or more sources meeting the criteria (score range: 0 < n <= 0.5)","0.50","1.00","NONE","No violation over the last three years","0","0","MEDIUM","1 Failing list occurrence over the last 3 years","0.5","1.0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","HIGH","50% or more sources exceed an MCL","1","3","HIGH","1 source","1","3","HIGH","No intertie","1","1","NONE","No source capacity violations; and no Service Connection Moratoriums within the past 3 years","0","0","VERY HIGH","1 or more occurrence(s) of bottled/hauled water reliance within the last 3 years","1","3","HIGH","Top 10% of systems most at risk of drought and water shortage","1.00","2.00","HIGH","1 or more source(s) within a Critically Overdrafted Basin","1","2","NONE","System does not charge customers directly for water","0","0.00","NONE","System does not charge customers directly for water","0","0.00","NONE","Combined score of 0 - 0.125","0","0.00","HIGH","Less than $0","1","1.00","HIGH","Less than 1","1","1.00","Not Assessed","Not Assessed","0.5","0.50","NONE","No Operator Certification violations over the last three years","0","0.0","HIGH","2 or more violations","1","2.0","NONE","No Significant Deficiencies over the last three years","0","0.0",0.00,486151.00,"State Senate District 12","Region 5 Central Valley (Sacramento Office)","2025-11-02"
7334,"CA5000067","TULLY MOBILE ESTATES","LPA80 - STANISLAUS COUNTY","STANISLAUS","COMMUNITY",18,56,"PRIVATE","5360 TULLY ROAD","MODESTO","CA","95356",37.717261,-121.012556,"Non-DAC","89146","31.3607891359892","At-Risk","Not Failing","At-Risk","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","NO","N/A","5.50","3.00","1.00","0.55","HIGH","1.50","0.75","0.27","HIGH","0.00","0.00","0.00","NONE","1.00","0.50","0.18","MEDIUM","HIGH","Yes history of E. coli presence over the last 3 years","1","3","NONE","Less than 25% sources meeting the criteria","0.00","0.00","NONE","No violation over the last three years","0","0","NONE","No Failing list occurrence over the last 3 years","0.0","0.0","NONE","Less than 25% sources meeting the criteria","0.00","0.00","HIGH","50% or more sources exceed an MCL","1","3","HIGH","1 source","1","3","HIGH","No intertie","1","1","NONE","No source capacity violations; and no Service Connection Moratoriums within the past 3 years","0","0","NONE","No occurrences of bottled/hauled water reliance within the last 3 years","0","0","LOW","Top 25% of systems most at risk of drought and water shortage","0.25","0.50","NONE","No sources within a Critically Overdrafted Basin","0","0","NONE","System does not charge customers directly for water","0","0.00","NONE","System does not charge customers directly for water","0","0.00","NONE","Combined score of 0 - 0.125","0","0.00","HIGH","Less than $0","1","1.00","HIGH","Less than 1","1","1.00","HIGH","Less than 1","1","1.00","NONE","No Operator Certification violations over the last three years","0","0.0","NONE","Less than 2 violations","0","0.0","NONE","No Significant Deficiencies over the last three years","0","0.0",0.00,0.00,"State Senate District 5","Region 5 Central Valley (Sacramento Office)","2025-11-02"
